Rule,question,answer
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error (“variable undefined”), causing the file to be declared invalid.",Can a variable be declared in the template and then referenced in the JSON schema?,"Yes, as long as it is declared within the template or the JSON schema."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.","What is the scope of variables, macros, and modules in a Blended template?","The scope of variables, macros, and modules in a Blended template is the root template, excluding all macro tags, block tags, and for...else statements."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can variables defined in a macro be accessed outside of the macro?,"No, variables defined in a macro are not accessible outside of the macro."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",How does the scope of a macro differ from the scope of a block tag?,"The scope of a macro is the root template, while the scope of a block tag is the block itself."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can a for...else statement access variables defined in the root template?,"Yes, a for...else statement can access variables defined in the root template."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",What happens if a variable is defined in a macro and then used in a block tag?,"The variable is not accessible in the block tag, as it is defined in the macro scope."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",What happens if a macro tries to modify a variable that is not passed as an argument?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",Can a macro access variables that are not defined in the caller's scope?,"No, a macro can only access variables that are explicitly passed as arguments."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",What happens if a macro tries to modify a variable that is passed as an argument but is not mutable?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",Can a macro access variables that are defined in the caller's scope but are not passed as arguments?,"No, a macro can only access variables that are explicitly passed as arguments."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros in Blended make recursive calls to themselves?,"Yes, macros in Blended can make recursive calls to themselves."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Is it allowed for macros to call each other in a circular manner?,"No, circular calls between and among macros are prohibited."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What happens if a macro calls itself in a way that creates a loop?,"Circular calls between macros are strictly prohibited, and attempting to do so will result in a compilation error."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros call each other directly without any restrictions?,"Yes, macros can call each other directly without any restrictions."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What is the impact of a macro calling itself in a non-recursive manner?,A macro calling itself in a non-recursive manner is allowed and does not violate the rule.
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What happens if a macro in Blended shares the name of a variable defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a macro defined in a parent scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a function defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a class defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a module defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside a macro tag within another macro tag?,"Yes, defining a macro using a macro tag inside of another macro tag is permitted."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside an if...else statement?,"No, the macro statement may not appear inside an if...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside a for...else statement?,"No, the macro statement may not appear inside a for...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined directly within the template scope?,"Yes, macro tags may only be used directly within the “template” scope."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined directly within the scope of a block statement?,"Yes, macro tags may only be used directly within the scope of a block statement."
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What happens if a variable is declared within a block in Blended?,A variable declared within a block is only accessible within that block. It does not affect or conflict with variables declared in other blocks.
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block access variables declared in a parent block?,"No, a block does not have access to variables declared in a parent block. Each block has its own independent scope."
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What if a block contains a variable with the same name as a variable in a parent block?,The block's variable takes precedence over the parent block's variable. The parent block's variable is not accessible within the block.
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block modify a variable declared in a another block?,"No, a block cannot modify a variable declared in a another block. The block's scope is independent, and it does not have access to modify variables in the another block."
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What is the scope of the 'iterator' in a Blended for...else statement?,The 'iterator' scope persists for the duration of the tag's execution and contains the named item variables and the forloop variable.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What is the scope of the 'loop' in a Blended for...else statement?,The 'loop' scope is a child scope encapsulated by the 'iterator' scope.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What are the restrictions on the 'loop' scope in a Blended for...else statement?,The forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",How does the 'iterator' scope differ from the 'loop' scope in a Blended for...else statement?,"The 'iterator' scope persists for the duration of the tag's execution, while the 'loop' scope is a child scope encapsulated by the 'iterator' scope."
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What are the implications of the 'iterator' scope's persistence in a Blended for...else statement?,The 'iterator' scope's persistence allows for the named item variables and the forloop variable to be accessed and used throughout the tag's execution.
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",What is the scope of the 'else' segment in a Blended for...else statement?,The 'else' segment in a Blended for...else statement is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access variables defined in the 'iterator' scope?,"No, the 'else' segment does not have access to the variables defined in the 'iterator' scope."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access the 'forloop' variable?,"No, the 'else' segment does not have access to the 'forloop' variable."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access named item variables from the 'iterator' scope?,"No, the 'else' segment does not have access to named item variables from the 'iterator' scope."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",What is the relationship between the 'else' segment and the 'iterator' scope in terms of variable access?,The 'else' segment is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What happens if a variable is set inside an if...else statement and then used outside of it?,The variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",Can a variable be set inside if section of if...else statement and then used in the else section without being defined before the if section?,"No, the variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section."
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What if a variable is set inside an if section and else section of if else statement and used outside if else statement?,"Yes, it is valid since variable presence is guaranteed before usage. "
