rule,question,answer
"No data names used in any parent or ancestor scope may be modified or overridden within any child or descendant scope--they are read-only within the child or descendant scope. This means that names in use by the parent scope (or in any ancestor scope) may not be used as a target for set, as a macro name, as a name for a module imported using the import tag, or as an iteration item in the for tag. Only names declared within the current scope may be overwritten.",Which data names can be overridden?,Data names declared in current scope can be overridden and not any other. 
"No data names used in any parent or ancestor scope may be modified or overridden within any child or descendant scope--they are read-only within the child or descendant scope. This means that names in use by the parent scope (or in any ancestor scope) may not be used as a target for set, as a macro name, as a name for a module imported using the import tag, or as an iteration item in the for tag. Only names declared within the current scope may be overwritten.",Can I define a macro with name of variable declared in the parent scope within a child scope?,It violates already learnt rule that multiple declarations are not allowed in Blended. 
"No data names used in any parent or ancestor scope may be modified or overridden within any child or descendant scope--they are read-only within the child or descendant scope. This means that names in use by the parent scope (or in any ancestor scope) may not be used as a target for set, as a macro name, as a name for a module imported using the import tag, or as an iteration item in the for tag. Only names declared within the current scope may be overwritten.",Can I use an iteration item in the for tag declared in the parent scope within a child scope?,"No, you cannot use iteration items declared in the parent scope within a child scope."
"No data names used in any parent or ancestor scope may be modified or overridden within any child or descendant scope--they are read-only within the child or descendant scope. This means that names in use by the parent scope (or in any ancestor scope) may not be used as a target for set, as a macro name, as a name for a module imported using the import tag, or as an iteration item in the for tag. Only names declared within the current scope may be overwritten.",Can I overwrite a variable declared in the parent scope within a child scope?,"No, you cannot overwrite variables declared in the parent scope within a child scope."
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",What are the implications of the rule regarding built-in function names in Blended?,"Built-in function names are defined within the outermost scope, the 'built-in' scope. No functions, variables, macros, or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself."
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",Where built-in function names are defined in Blended?,"Built-in function names are defined within the outermost scope, the 'built-in' scope. "
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",Can I use a built-in function name as a variable or macro name in Blended?,"No, you cannot use a built-in function name as a variable or macro name in Blended. Built-in functions are defined within the outermost scope and are reserved for the language's built-in functionality."
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",What happens if I try to define a function with the same name as a built-in function in Blended?,Attempting to define a function with the same name as a built-in function in Blended will result in a syntax error. The language specification explicitly prohibits this to maintain clarity and prevent conflicts with built-in functionality.
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",Can I import built-in functions from other modules in Blended?,"No, you cannot import built-in functions from other modules in Blended. Built-in functions are part of the language specification and are not meant to be imported from external modules."
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",What are the potential consequences of not following the rule regarding built-in function names in Blended?,"Not following the rule regarding built-in function names in Blended can lead to syntax errors, confusion, and potential security issues. It can also make it difficult to maintain and understand the codebase, as built-in functions are critical to the language's functionality."
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",Can I create a macro named 'print' if print is already a built-in function in Blended?,"No, you cannot. No function, variable, macro should share name with built-in function names. "
"Built-in function names are defined within the outermost scope, the 'built-in' scope. By implication, no functions, variables, macros or imported modules may share a name with any built-in functions. Built-in functions are defined as part of the language specification itself.",Can I create a function named 'length' if length is already a built-in function in Blended?,"No, you cannot. No function, variable, macro should share name with built-in function names. "
"User-defined functions inhabit the second-level scope, the 'user-function' scope, which is the child of the 'built-in' scope. As follows from the rules above, no user-defined function may share the name of any built-in function, nor may any template-defined macro, variable or imported module share the name of any user-defined function. For purposes of Blended-Lint, user-defined functions are declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types.",What is the difference between the built-in scope and the user-function scope in Blended?,"The built-in scope contains all the functions, macros, variables, and modules that are predefined in Blended. The user-function scope is a child of the built-in scope and is where user-defined functions are declared."
"User-defined functions inhabit the second-level scope, the 'user-function' scope, which is the child of the 'built-in' scope. As follows from the rules above, no user-defined function may share the name of any built-in function, nor may any template-defined macro, variable or imported module share the name of any user-defined function. For purposes of Blended-Lint, user-defined functions are declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types.",Can a user-defined function have the same name as a built-in function in Blended?,"No, a user-defined function cannot have the same name as a built-in function in Blended."
"User-defined functions inhabit the second-level scope, the 'user-function' scope, which is the child of the 'built-in' scope. As follows from the rules above, no user-defined function may share the name of any built-in function, nor may any template-defined macro, variable or imported module share the name of any user-defined function. For purposes of Blended-Lint, user-defined functions are declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types.","Can a user-defined function have the same name as a template-defined macro, variable, or imported module in Blended?","No, a user-defined function cannot have the same name as a template-defined macro, variable, or imported module in Blended."
"User-defined functions inhabit the second-level scope, the 'user-function' scope, which is the child of the 'built-in' scope. As follows from the rules above, no user-defined function may share the name of any built-in function, nor may any template-defined macro, variable or imported module share the name of any user-defined function. For purposes of Blended-Lint, user-defined functions are declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types.",How is a user-defined function declared in Blended?,"A user-defined function is declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types."
"User-defined functions inhabit the second-level scope, the 'user-function' scope, which is the child of the 'built-in' scope. As follows from the rules above, no user-defined function may share the name of any built-in function, nor may any template-defined macro, variable or imported module share the name of any user-defined function. For purposes of Blended-Lint, user-defined functions are declared in a specifically-formatted JSON file that specifies each function’s name, argument data types, and possible return types.",What is the purpose of the JSON file used to declare user-defined functions in Blended?,"The JSON file used to declare user-defined functions in Blended specifies each function’s name, argument data types, and possible return types."
"Application' scope is the child of the 'user-function' scope, and is the parent of the template scope. As a result, it follows naturally that it is both immutable, and global within the template. Variables defined in the application scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag.",What is the scope of the 'Application' scope in Blended?,The 'Application' scope is the child of the 'user-function' scope and is the parent of the template scope.
"Application' scope is the child of the 'user-function' scope, and is the parent of the template scope. As a result, it follows naturally that it is both immutable, and global within the template. Variables defined in the application scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag.",Is the 'Application' scope immutable and global within the template?,"Yes, the 'Application' scope is both immutable and global within the template."
"Application' scope is the child of the 'user-function' scope, and is the parent of the template scope. As a result, it follows naturally that it is both immutable, and global within the template. Variables defined in the application scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag.",What are the implications of the 'Application' scope being immutable and global?,"Variables defined in the 'Application' scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag."
"Application' scope is the child of the 'user-function' scope, and is the parent of the template scope. As a result, it follows naturally that it is both immutable, and global within the template. Variables defined in the application scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag.",Can variables defined in the 'Application' scope be accessed in nested templates?,"Yes, variables defined in the 'Application' scope are accessible in nested templates."
"Application' scope is the child of the 'user-function' scope, and is the parent of the template scope. As a result, it follows naturally that it is both immutable, and global within the template. Variables defined in the application scope are accessible inside all templates and tags, but no such variable may be modified or overwritten in any template by any tag.",What happens if a variable is defined in the 'Application' scope and then modified in a template?,A variable defined in the 'Application' scope cannot be modified or overwritten in any template by any tag.
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error ('variable undefined'), causing the file to be declared invalid.",What happens if a variable is referenced in the template but not declared within the template or the JSON schema?,The variable is deemed an error and the file is declared invalid.
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error ('variable undefined'), causing the file to be declared invalid.",Can a variable be declared within the template and then referenced later?,"Yes, as long as it is declared within the template or the JSON schema."
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error ('variable undefined'), causing the file to be declared invalid.",I have not declared a variable in body of template and trying to access it. Will I get error?,"No, it is assumed that it is present in application scope. If not present there too, we get an error. "
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error ('variable undefined'), causing the file to be declared invalid.",What if a variable is declared in the JSON schema but not referenced in the template?,"The variable is not considered an error, as it is declared in the JSON schema."
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error ('variable undefined'), causing the file to be declared invalid.",Can a variable be declared in the template and then referenced in the JSON schema?,"Yes, as long as it is declared within the template or the JSON schema."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.","What is the scope of variables, macros, and modules in a Blended template?","The scope of variables, macros, and modules in a Blended template is the root template, excluding all macro tags, block tags, and for...else statements."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",What template scope contains?,"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can variables defined in a macro be accessed outside of the macro?,"No, variables defined in a macro are not accessible outside of the macro."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",How does the scope of a macro differ from the scope of a block tag?,"The scope of a macro is the root template, while the scope of a block tag is the block itself."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can a for...else statement access variables defined in the root template?,"Yes, a for...else statement can access variables defined in the root template."
"The 'template' scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",What happens if a variable is defined in a macro and then used in a block tag?,"The variable is not accessible in the block tag, as it is defined in the macro scope."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",What happens if a macro tries to modify a variable that is not passed as an argument?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",What is the only way to access variables present in caller scope?,Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",Is there any other way to access variables present in caller scope other than passing as arguments?,"No, Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. "
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",Can a macro access variables that are not defined in the caller's scope?,"No, a macro can only access variables that are explicitly passed as arguments."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",What happens if a macro tries to modify a variable that is passed as an argument but is not mutable?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the 'macro' scope. These variables are part of the 'macro' scope.",Can a macro access variables that are defined in the caller's scope but are not passed as arguments?,"No, a macro can only access variables that are explicitly passed as arguments."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros in Blended make recursive calls to themselves?,"Yes, macros in Blended can make recursive calls to themselves."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Macro A calls Macro B and Macro B calls Macro A. Is it possible?,"No, it is not possible since circular calls between macros are not allowed. "
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Macros can make recursive calls to themselves as well as circular calls. State true or False. ,FALSE
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Macros can make recursive calls to themselves but not circular calls. State true or False. ,TRUE
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Is it allowed for macros to call each other in a circular manner?,"No, circular calls between and among macros are prohibited."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What happens if a macro calls itself in a way that creates a loop?,"Circular calls between macros are strictly prohibited, and attempting to do so will result in a compilation error."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros call each other directly without any restrictions?,"Yes, macros can call each other directly without any restrictions."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What is the impact of a macro calling itself in a non-recursive manner?,A macro calling itself in a non-recursive manner is allowed and does not violate the rule.
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What is the difference between circular call and recursive call?,"Recursive call means that macro calling itself, while circular call mean macro A calling macro B and macro B calling macro A. It is a circular loop and hence not allowed. "
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What happens if a macro in Blended shares the name of a variable defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",I defined a variable with name similar to macro name. Is it possible?,"No, macro cannot share name of any other object. It will throw an error. "
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a macro defined in a parent scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a function defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a class defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a module defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",Can a macro be defined inside a macro tag within another macro tag?,"Yes, defining a macro using a macro tag inside of another macro tag is permitted."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",Can a macro be defined inside an if...else statement?,"No, the macro statement may not appear inside an if...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",I have defined a macro inside if...else statement. Is it possible?,"No, the macro statement may not appear inside an if...else statement in blended. "
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",Can a macro be defined inside a for...else statement?,"No, the macro statement may not appear inside a for...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",Can a macro be defined directly within the template scope?,"Yes, macro tags may only be used directly within the 'template' scope."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the 'template' scope, directly within the scope of a block statement, or within a 'macro' scope.",Can a macro be defined directly within the scope of a block statement?,"Yes, macro tags may only be used directly within the scope of a block statement."
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What happens if a variable is declared within a block in Blended?,A variable declared within a block is only accessible within that block. It does not affect or conflict with variables declared in other blocks.
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block access variables declared in a parent block?,"No, a block does not have access to variables declared in a parent block. Each block has its own independent scope."
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What if a block contains a variable with the same name as a variable in a parent block?,The block's variable takes precedence over the parent block's variable. The parent block's variable is not accessible within the block.
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Does two blocks share scope?,"No, each block has its own independent scope and not shared ones. "
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block access a variable declared in a another block?,"No, a block cannot access a variable declared in a another block. The block's scope is independent, and it does not have access to variables in the another block."
"Block' scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block modify a variable declared in a another block?,"No, a block cannot modify a variable declared in a another block. The block's scope is independent, and it does not have access to modify variables in the another block."
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",What is the scope of the 'iterator' in a Blended for...else statement?,The 'iterator' scope persists for the duration of the tag's execution and contains the named item variables and the forloop variable.
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",How many different scopes are associated with for...else statement?,"There are 3 distinct scopes associated with for...else statement - Iterator, loop, else. "
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",What is the scope of the 'loop' in a Blended for...else statement?,The 'loop' scope is a child scope encapsulated by the 'iterator' scope.
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",What are the restrictions on the 'loop' scope in a Blended for...else statement?,The forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",How does the 'iterator' scope differ from the 'loop' scope in a Blended for...else statement?,"The 'iterator' scope persists for the duration of the tag's execution, while the 'loop' scope is a child scope encapsulated by the 'iterator' scope."
"The for...else statement effectively has three distinct scoping levels: the 'iterator' scope, the 'loop' scope, and the 'else' scope. The for...else statement’s 'iterator' scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s 'loop' scope is a child scope encapsulated by the 'iterator' scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.",What are the implications of the 'iterator' scope's persistence in a Blended for...else statement?,The 'iterator' scope's persistence allows for the named item variables and the forloop variable to be accessed and used throughout the tag's execution.
"The for...else statement’s 'else' scope (which is coincident with the contents of the template segment that follows the else tag, termed the 'else segment') is a sibling of the 'iterator' scope, and therefore only shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the 'iterator' scope.",What is the scope of the 'else' segment in a Blended for...else statement?,The 'else' segment in a Blended for...else statement is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"The for...else statement’s 'else' scope (which is coincident with the contents of the template segment that follows the else tag, termed the 'else segment') is a sibling of the 'iterator' scope, and therefore only shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the 'iterator' scope.",Can the 'else' segment access variables defined in the 'iterator' scope?,"No, the 'else' segment does not have access to the variables defined in the 'iterator' scope."
"The for...else statement’s 'else' scope (which is coincident with the contents of the template segment that follows the else tag, termed the 'else segment') is a sibling of the 'iterator' scope, and therefore only shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the 'iterator' scope.",Can the 'else' segment access the 'forloop' variable?,"No, the 'else' segment does not have access to the 'forloop' variable."
"The for...else statement’s 'else' scope (which is coincident with the contents of the template segment that follows the else tag, termed the 'else segment') is a sibling of the 'iterator' scope, and therefore only shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the 'iterator' scope.",Can the 'else' segment access named item variables from the 'iterator' scope?,"No, the 'else' segment does not have access to named item variables from the 'iterator' scope."
"The for...else statement’s 'else' scope (which is coincident with the contents of the template segment that follows the else tag, termed the 'else segment') is a sibling of the 'iterator' scope, and therefore only shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the 'iterator' scope.",What is the relationship between the 'else' segment and the 'iterator' scope in terms of variable access?,The 'else' segment is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What happens if a variable is set inside an if...else statement and then used outside of it?,The variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",Can a variable be set inside if section of if...else statement and then used in the else section without being defined before the if section?,"No, the variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section."
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What if a variable is set inside an if section and else section of if else statement and used outside if else statement?,"Yes, it is valid since variable presence is guaranteed before usage. "
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What are the strict scoping rules in Blended?,"In Blended, variables are scoped to the block in which they are defined. This means that variables declared within a block are not accessible outside of that block."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What is the difference between Blended and Jinja/Twig?,Blended is a variant of Jinja/Twig with strict scoping and type casting rules. This means that Blended has additional features and restrictions compared to Jinja/Twig.
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,Can variables be redefined in Blended?,"No, variables cannot be redefined in Blended. If a variable is declared within a block, it cannot be declared again within the same block."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What happens if a variable is used before it is defined in Blended?,"In Blended, using a variable before it is defined will result in a syntax error."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What is Blended?,Blended is a variant of Jinja Templating language with strict scoping and type casting rules.
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,Is Blended similar to python?,"No, Blended is a variant of Jinja Templating language with strict scoping and type casting rules."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,Is Blended a templating language?,"Yes, Blended is a variant of Jinja Templating language with strict scoping and type casting rules."
"In Jinja, values that are updated inside the for loop carry forward from iteration to iteration, but fall out of scope when the loop terminates. In Twig, values set inside the loop do not fall out of scope and persist after the for loop ends. Blended solves this problem by specifying specific scoping rules and enforcing them through the Blended-Lint program. These rules are constructed to ensure that a valid Blended template will execute in exactly the same way regardless of what Blended-compatible runtime is used, and to ensure that any template code that executes differently in the various Blended-compliant runtimes is rejected by Blended-Lint.",What is the purpose of the Blended-Lint program?,The Blended-Lint program is designed to enforce the specific scoping rules of Blended and ensure that any template code that executes differently in various Blended-compliant runtimes is rejected.
