rule,question,answer
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error (“variable undefined”), causing the file to be declared invalid.",What if a variable is declared in the JSON schema but not referenced in the template?,"The variable is not considered an error, as it is declared in the JSON schema."
"Any variable name that is referenced or accessed within the body of a template, but which has not been declared within the body of the template, should be assumed to have been introduced within the application scope. However, a JSON schema document may be provided to Blended-Lint which declares all of the application variables for a given template file. In the case that such a schema file is provided, any variable name that is referenced or accessed within the body of a template which has neither been declared within the body of the template nor declared within the JSON schema document shall be deemed an error (“variable undefined”), causing the file to be declared invalid.",Can a variable be declared in the template and then referenced in the JSON schema?,"Yes, as long as it is declared within the template or the JSON schema."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.","What is the scope of variables, macros, and modules in a Blended template?","The scope of variables, macros, and modules in a Blended template is the root template, excluding all macro tags, block tags, and for...else statements."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can variables defined in a macro be accessed outside of the macro?,"No, variables defined in a macro are not accessible outside of the macro."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",How does the scope of a macro differ from the scope of a block tag?,"The scope of a macro is the root template, while the scope of a block tag is the block itself."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",Can a for...else statement access variables defined in the root template?,"Yes, a for...else statement can access variables defined in the root template."
"The “template” scope is the scope of all variables, macros and modules defined inside the root template, outside of all macro tags, block tags, and for...else statements.",What happens if a variable is defined in a macro and then used in a block tag?,"The variable is not accessible in the block tag, as it is defined in the macro scope."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",What happens if a macro tries to modify a variable that is not passed as an argument?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",Can a macro access variables that are not defined in the caller's scope?,"No, a macro can only access variables that are explicitly passed as arguments."
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",What happens if a macro tries to modify a variable that is passed as an argument but is not mutable?,The macro will not be able to modify the variable because it does not have access to the variable's value in the caller's scope.
"Passing variable names as arguments is the only way for a macro to have access to any portion of the caller’s scope. The values are passed by reference, so while the values themselves are immutable, what values the argument names refer to may change within the “macro” scope. These variables are part of the “macro” scope.",Can a macro access variables that are defined in the caller's scope but are not passed as arguments?,"No, a macro can only access variables that are explicitly passed as arguments."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros in Blended make recursive calls to themselves?,"Yes, macros in Blended can make recursive calls to themselves."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Is it allowed for macros to call each other in a circular manner?,"No, circular calls between and among macros are prohibited."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What happens if a macro calls itself in a way that creates a loop?,"Circular calls between macros are strictly prohibited, and attempting to do so will result in a compilation error."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",Can macros call each other directly without any restrictions?,"Yes, macros can call each other directly without any restrictions."
"Macros can make recursive calls to themselves, but circular calls between and among macros is prohibited.",What is the impact of a macro calling itself in a non-recursive manner?,A macro calling itself in a non-recursive manner is allowed and does not violate the rule.
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What happens if a macro in Blended shares the name of a variable defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a macro defined in a parent scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a function defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",Can a macro in Blended share the name of a class defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"No macro may share the name of any other object defined before or after its definition in the same scope, or in any parent scope.",What if a macro in Blended shares the name of a module defined in the same scope?,"The macro will not be defined, and we will get an error from the compiler"
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside a macro tag within another macro tag?,"Yes, defining a macro using a macro tag inside of another macro tag is permitted."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside an if...else statement?,"No, the macro statement may not appear inside an if...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined inside a for...else statement?,"No, the macro statement may not appear inside a for...else statement."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined directly within the template scope?,"Yes, macro tags may only be used directly within the “template” scope."
"The macro statement may not appear inside an if...else statement, nor inside a for...else statement. Defining a macro using a macro tag inside of another macro tag, however, is permitted. Macro tags may only be used directly within the “template” scope, directly within the scope of a block statement, or within a “macro” scope.",Can a macro be defined directly within the scope of a block statement?,"Yes, macro tags may only be used directly within the scope of a block statement."
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What happens if a variable is declared within a block in Blended?,A variable declared within a block is only accessible within that block. It does not affect or conflict with variables declared in other blocks.
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block access variables declared in a parent block?,"No, a block does not have access to variables declared in a parent block. Each block has its own independent scope."
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",What if a block contains a variable with the same name as a variable in a parent block?,The block's variable takes precedence over the parent block's variable. The parent block's variable is not accessible within the block.
"“Block” scope describes the contents of block statements. Each separate block within a template has its own, independent scope, which does not have access or reference to any other block.",Can a block modify a variable declared in a another block?,"No, a block cannot modify a variable declared in a another block. The block's scope is independent, and it does not have access to modify variables in the another block."
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What is the scope of the 'iterator' in a Blended for...else statement?,The 'iterator' scope persists for the duration of the tag's execution and contains the named item variables and the forloop variable.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What is the scope of the 'loop' in a Blended for...else statement?,The 'loop' scope is a child scope encapsulated by the 'iterator' scope.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What are the restrictions on the 'loop' scope in a Blended for...else statement?,The forloop variable and the named item variable(s) are prohibited from being modified inside the 'loop' scope.
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",How does the 'iterator' scope differ from the 'loop' scope in a Blended for...else statement?,"The 'iterator' scope persists for the duration of the tag's execution, while the 'loop' scope is a child scope encapsulated by the 'iterator' scope."
"The for...else statement effectively has three distinct scoping levels: the “iterator” scope, the “loop” scope, and the “else” scope. The for...else statement’s “iterator” scope persists for the duration of the tag’s execution, and contains the named item variables and the forloop variable. The for...else statement’s “loop” scope is a child scope encapsulated by the “iterator” scope. By this arrangement, the forloop variable and the named item variable(s) are prohibited from being modified inside the “loop” scope.",What are the implications of the 'iterator' scope's persistence in a Blended for...else statement?,The 'iterator' scope's persistence allows for the named item variables and the forloop variable to be accessed and used throughout the tag's execution.
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",What is the scope of the 'else' segment in a Blended for...else statement?,The 'else' segment in a Blended for...else statement is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access variables defined in the 'iterator' scope?,"No, the 'else' segment does not have access to the variables defined in the 'iterator' scope."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access the 'forloop' variable?,"No, the 'else' segment does not have access to the 'forloop' variable."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",Can the 'else' segment access named item variables from the 'iterator' scope?,"No, the 'else' segment does not have access to named item variables from the 'iterator' scope."
"The for...else statement’s “else” scope (which is coincident with the contents of the template segment that follows the else tag, termed the “else segment”) is a sibling of the “iterator” scope, and therefore only shares with it and the “loop” scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the forloop variable nor the named item variables from the “iterator” scope.",What is the relationship between the 'else' segment and the 'iterator' scope in terms of variable access?,The 'else' segment is a sibling of the 'iterator' scope and shares with it and the 'loop' scope whatever variables are defined in the scope that contains the for...else statement itself. It does not have access to the 'forloop' variable nor the named item variables from the 'iterator' scope.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What happens if a variable is set inside an if...else statement and then used outside of it?,The variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section.
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",Can a variable be set inside if section of if...else statement and then used in the else section without being defined before the if section?,"No, the variable will not be available after the if...else statement unless it is defined before entering the if...else statement or defined in both the if section and the else section."
"However, a variable set inside an if...else statement may only be accessed after that statement if the variable is guaranteed to have already been set. If a variable is used after an if...else statement, that variable MUST have been (a) defined before entering the if...else statement, or (b) defined in both the if section and the else section of the if...else statement. If a variable is set only in the if section, or only in the else section, without being defined earlier on within the same scope, then it will not be available after the if...else statement.",What if a variable is set inside an if section and else section of if else statement and used outside if else statement?,"Yes, it is valid since variable presence is guaranteed before usage. "
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What are the strict scoping rules in Blended?,"In Blended, variables are scoped to the block in which they are defined. This means that variables declared within a block are not accessible outside of that block."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What is the difference between Blended and Jinja/Twig?,Blended is a variant of Jinja/Twig with strict scoping and type casting rules. This means that Blended has additional features and restrictions compared to Jinja/Twig.
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,Can variables be redefined in Blended?,"No, variables cannot be redefined in Blended. If a variable is declared within a block, it cannot be declared again within the same block."
Blended is a variant of Jinja Templating language with strict scoping and type casting rules.,What happens if a variable is used before it is defined in Blended?,"In Blended, using a variable before it is defined will result in a syntax error."
"In Jinja, values that are updated inside the for loop carry forward from iteration to iteration, but fall out of scope when the loop terminates. In Twig, values set inside the loop do not fall out of scope and persist after the for loop ends. Blended solves this problem by specifying specific scoping rules and enforcing them through the Blended-Lint program. These rules are constructed to ensure that a valid Blended template will execute in exactly the same way regardless of what Blended-compatible runtime is used, and to ensure that any template code that executes differently in the various Blended-compliant runtimes is rejected by Blended-Lint.",What is the purpose of the Blended-Lint program?,The Blended-Lint program is designed to enforce the specific scoping rules of Blended and ensure that any template code that executes differently in various Blended-compliant runtimes is rejected.
"In Jinja, values that are updated inside the for loop carry forward from iteration to iteration, but fall out of scope when the loop terminates. In Twig, values set inside the loop do not fall out of scope and persist after the for loop ends. Blended solves this problem by specifying specific scoping rules and enforcing them through the Blended-Lint program. These rules are constructed to ensure that a valid Blended template will execute in exactly the same way regardless of what Blended-compatible runtime is used, and to ensure that any template code that executes differently in the various Blended-compliant runtimes is rejected by Blended-Lint.",How does Blended-Lint ensure that a valid Blended template will execute in the same way regardless of the runtime?,Blended-Lint constructs rules to ensure that a valid Blended template will execute in exactly the same way regardless of what Blended-compatible runtime is used.
"In Jinja, values that are updated inside the for loop carry forward from iteration to iteration, but fall out of scope when the loop terminates. In Twig, values set inside the loop do not fall out of scope and persist after the for loop ends. Blended solves this problem by specifying specific scoping rules and enforcing them through the Blended-Lint program. These rules are constructed to ensure that a valid Blended template will execute in exactly the same way regardless of what Blended-compatible runtime is used, and to ensure that any template code that executes differently in the various Blended-compliant runtimes is rejected by Blended-Lint.",What happens to variables set inside a for loop in Twig?,"In Twig, variables set inside a for loop persist after the loop ends, unlike in Jinja where they fall out of scope when the loop terminates."
"For someone whose only objective is to write Blended-compatible templates for their website, knowing the below four points should be sufficient. Inside a macro, you can also import macros from other files, but the only way that a macro can get access to outside variables is for them to be passed in as arguments. Names defined inside parent or ancestor scopes are available for use within child or descendant scopes, but not vice-versa; Names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes--they are read-only; Names defined inside a scope are unavailable after the scope exits--they are local to that scope; Macros are different: the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope.",Can a macro import macros from other files?,"Yes, a macro can import macros from other files."
"For someone whose only objective is to write Blended-compatible templates for their website, knowing the below four points should be sufficient. Inside a macro, you can also import macros from other files, but the only way that a macro can get access to outside variables is for them to be passed in as arguments. Names defined inside parent or ancestor scopes are available for use within child or descendant scopes, but not vice-versa; Names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes--they are read-only; Names defined inside a scope are unavailable after the scope exits--they are local to that scope; Macros are different: the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope.",Can a macro access outside variables?,"No, a macro can only access outside variables as arguments."
"For someone whose only objective is to write Blended-compatible templates for their website, knowing the below four points should be sufficient. Inside a macro, you can also import macros from other files, but the only way that a macro can get access to outside variables is for them to be passed in as arguments. Names defined inside parent or ancestor scopes are available for use within child or descendant scopes, but not vice-versa; Names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes--they are read-only; Names defined inside a scope are unavailable after the scope exits--they are local to that scope; Macros are different: the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope.",Can names defined inside parent or ancestor scopes be overwritten or modified within child or descendant scopes?,"No, names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes."
"For someone whose only objective is to write Blended-compatible templates for their website, knowing the below four points should be sufficient. Inside a macro, you can also import macros from other files, but the only way that a macro can get access to outside variables is for them to be passed in as arguments. Names defined inside parent or ancestor scopes are available for use within child or descendant scopes, but not vice-versa; Names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes--they are read-only; Names defined inside a scope are unavailable after the scope exits--they are local to that scope; Macros are different: the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope.",Can names defined inside a scope be accessed after the scope exits?,"No, names defined inside a scope are unavailable after the scope exits."
"For someone whose only objective is to write Blended-compatible templates for their website, knowing the below four points should be sufficient. Inside a macro, you can also import macros from other files, but the only way that a macro can get access to outside variables is for them to be passed in as arguments. Names defined inside parent or ancestor scopes are available for use within child or descendant scopes, but not vice-versa; Names defined inside parent or ancestor scopes cannot be overwritten or modified within child or descendant scopes--they are read-only; Names defined inside a scope are unavailable after the scope exits--they are local to that scope; Macros are different: the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope.","Can macros access built-in functions, user functions, and other macros defined inside the same scope?","Yes, the only external objects automatically accessible from inside a macro are built-in functions, user functions, and whatever other macros were defined inside the same scope."
"As long as your template is accepted by Blended-Lint, it will be compatible.",What happens if a template is not accepted by Blended-Lint?,The template will not be compatible with Blended.
"All Blended code is comprised of static text that is (optionally) interspersed by tags. Tags are distinguished from static text through the use of three pairs of delimiters: “{%” and “%}”; “{{“ and “}}”; and “{#”, and “#}”.",What are the three pairs of delimiters used to distinguish tags from static text in Blended?,"The three pairs of delimiters used to distinguish tags from static text in Blended are {% and %}, {{ and }}, and {# and #}."
"All Blended code is comprised of static text that is (optionally) interspersed by tags. Tags are distinguished from static text through the use of three pairs of delimiters: “{%” and “%}”; “{{“ and “}}”; and “{#”, and “#}”.",Can static text be interspersed with tags in Blended?,"Yes, static text can be interspersed with tags in Blended."
"All Blended code is comprised of static text that is (optionally) interspersed by tags. Tags are distinguished from static text through the use of three pairs of delimiters: “{%” and “%}”; “{{“ and “}}”; and “{#”, and “#}”.",What is the purpose of using these delimiters in Blended?,"The purpose of using these delimiters in Blended is to clearly distinguish between static text and tags, allowing for the separation of logic and presentation in the code."
A tag that uses the delimiters “{%” and “%}” always begins its internal syntax with a name that identifies its purpose. This document refers to such tags as “named tags” or “named statement tags”;,What is the purpose of a named tag in Blended?,A named tag in Blended begins its internal syntax with a name that identifies its purpose.
A tag that uses the delimiters “{%” and “%}” always begins its internal syntax with a name that identifies its purpose. This document refers to such tags as “named tags” or “named statement tags”;,What are the delimiters used in Blended for named tags?,The delimiters used in Blended for named tags are {% and %}.
A tag that uses the delimiters “{%” and “%}” always begins its internal syntax with a name that identifies its purpose. This document refers to such tags as “named tags” or “named statement tags”;,What are named tags also known as in Blended?,Named tags are also known as named statement tags in Blended.
"Named tags are to be distinguished from “expression tags”, which use the “{{“ and “}}” delimiters, and “comment tags”, which use the “{#” and “#}” delimiters.",What is the difference between named tags and expression tags in Blended?,"Named tags are used to define variables or blocks of code, while expression tags are used to evaluate expressions and insert their results into the output."
"Named tags are to be distinguished from “expression tags”, which use the “{{“ and “}}” delimiters, and “comment tags”, which use the “{#” and “#}” delimiters.",What is the difference between named tags and comment tags in Blended?,"Named tags are used to define variables or blocks of code, while comment tags are used to add comments to the code that are not evaluated and do not appear in the output."
"Named tags are to be distinguished from “expression tags”, which use the “{{“ and “}}” delimiters, and “comment tags”, which use the “{#” and “#}” delimiters.",What are the delimiters used for named tags in Blended?,The delimiters used in Blended for named tags are {% and %}.
"Named tags are to be distinguished from “expression tags”, which use the “{{“ and “}}” delimiters, and “comment tags”, which use the “{#” and “#}” delimiters.",What are the delimiters used for expression tags in Blended?,Expression tags use the “{{” and “}}” delimiters.
"Named tags are to be distinguished from “expression tags”, which use the “{{“ and “}}” delimiters, and “comment tags”, which use the “{#” and “#}” delimiters.",What are the delimiters used for comment tags in Blended?,Comment tags use the “{#” and “#}” delimiters.
"“Statements” may consist of individual tags (for instance, the “set” statement), or they may be comprised of multiple tags (for instance, the “if” and “for” statements).",Can a statement in Blended consist of multiple tags?,"Yes, a statement in Blended may consist of multiple tags."
"“Statements” may consist of individual tags (for instance, the “set” statement), or they may be comprised of multiple tags (for instance, the “if” and “for” statements).",What are the individual tags that can be used in Blended?,"The individual tags that can be used in Blended include, but are not limited to, 'set', 'if', 'for',  'macro', 'block' etc."
"“Statements” may consist of individual tags (for instance, the “set” statement), or they may be comprised of multiple tags (for instance, the “if” and “for” statements).",Can a statement in Blended be nested within another statement?,"Yes, a statement in Blended can be nested within another statement, allowing for complex logic and structure."
"“Statements” may consist of individual tags (for instance, the “set” statement), or they may be comprised of multiple tags (for instance, the “if” and “for” statements).",What are the implications of using multiple tags in a statement in Blended?,"Using multiple tags in a statement in Blended allows for more complex logic and structure, enabling the creation of more dynamic and flexible templates."
"Statements are the control structures of Blended. They operate on the context and its data, each statement contributing to the final rendered output of a template.",What is the primary purpose of statements in Blended?,"Statements in Blended are the control structures that operate on the context and its data, contributing to the final rendered output of a template."
"Statements are the control structures of Blended. They operate on the context and its data, each statement contributing to the final rendered output of a template.",How do statements interact with the context in Blended?,"Statements in Blended interact with the context by accessing and modifying its data, which is essential for controlling the flow and content of the rendered output."
"When Blended code is parsed and compiled, the resultant template instance retains the ordered relationship of the static text to any statements contained within that text. If any named statement tag is immediately followed by a newline character, that character is removed from the template (with the exception of endverbatim tags).",What happens if a named statement tag is immediately followed by a newline character in a Blended template?,"The newline character is removed from the template, except for endverbatim tags."
"When Blended code is parsed and compiled, the resultant template instance retains the ordered relationship of the static text to any statements contained within that text. If any named statement tag is immediately followed by a newline character, that character is removed from the template (with the exception of endverbatim tags).",How does the rule affect the order of static text and statements in a Blended template?,The resultant template instance retains the ordered relationship of the static text to any statements contained within that text.
"When Blended code is parsed and compiled, the resultant template instance retains the ordered relationship of the static text to any statements contained within that text. If any named statement tag is immediately followed by a newline character, that character is removed from the template (with the exception of endverbatim tags).",How does the rule handle nested named statement tags in a Blended template?,"The rule does not specify how nested named statement tags should be handled, so they are treated as separate statements."
"Twelve (12) data types exist in Blended templates: strings, numbers, booleans, lists (array type), dictionaries (object type), functions, macros, modules, templates, pair lists, timestamps (datetime type), safe strings, and escaped strings.",What are the 12 data types in Blended templates?,"In Blended templates, the 12 data types are: strings, numbers, booleans, lists (array type), dictionaries (object type), functions, macros, modules, templates, pair lists, timestamps (datetime type), safe strings, and escaped strings."
"Twelve (12) data types exist in Blended templates: strings, numbers, booleans, lists (array type), dictionaries (object type), functions, macros, modules, templates, pair lists, timestamps (datetime type), safe strings, and escaped strings.",What is the difference between safe strings and escaped strings in Blended templates?,"Safe strings in Blended templates are those that are automatically escaped to prevent XSS (Cross-Site Scripting) attacks. Escaped strings, on the other hand, are those that are explicitly marked as safe and are not automatically escaped."
"Twelve (12) data types exist in Blended templates: strings, numbers, booleans, lists (array type), dictionaries (object type), functions, macros, modules, templates, pair lists, timestamps (datetime type), safe strings, and escaped strings.",What is the purpose of macros in Blended templates?,Macros in Blended templates are reusable blocks of code that can be called multiple times within a template. They are useful for creating complex logic and reducing redundancy.
"Strings, numbers, booleans, lists, and dictionaries (i.e. basic variable types) are added to a scope as literal values passed in as input to a tag, or by being part of the application-provided context. They can also be added to a scope as a transformation performed on other variable data via filters, or as the return values of functions, which may then be passed in as input to a tag.",Can variables be added to the scope as a transformation performed on other variable data via filters?,"Yes, variables can be added to the scope as a transformation performed on other variable data via filters."
"Strings, numbers, booleans, lists, and dictionaries (i.e. basic variable types) are added to a scope as literal values passed in as input to a tag, or by being part of the application-provided context. They can also be added to a scope as a transformation performed on other variable data via filters, or as the return values of functions, which may then be passed in as input to a tag.","Can variables be added to the scope as the return values of functions, which may then be passed in as input to a tag?","Yes, variables can be added to the scope as the return values of functions, which may then be passed in as input to a tag."
"Strings, numbers, booleans, lists, and dictionaries (i.e. basic variable types) are added to a scope as literal values passed in as input to a tag, or by being part of the application-provided context. They can also be added to a scope as a transformation performed on other variable data via filters, or as the return values of functions, which may then be passed in as input to a tag.","Can strings, numbers, booleans, lists, and dictionaries be added to the scope as literal values passed in as input to a tag?","Yes, strings, numbers, booleans, lists, and dictionaries can be added to the scope as literal values passed in as input to a tag."
"Strings, numbers, booleans, lists, and dictionaries (i.e. basic variable types) are added to a scope as literal values passed in as input to a tag, or by being part of the application-provided context. They can also be added to a scope as a transformation performed on other variable data via filters, or as the return values of functions, which may then be passed in as input to a tag.",Can variables be added to the scope as part of the application-provided context?,"Yes, variables can be added to the scope as part of the application-provided context."
"Pair lists, timestamps, templates, safe strings, and escaped strings (i.e. derived variable types) are added to a scope through transformations performed on core variable types via filters, or as the return values of functions, which may then be passed in as input to a tag.",What are the core variable types in Blended?,"The core variable types in Blended are not explicitly defined in the given rule. However, based on the rule, it seems that core variable types are the types that are not transformed or added to the scope through filters or functions."
"Pair lists, timestamps, templates, safe strings, and escaped strings (i.e. derived variable types) are added to a scope through transformations performed on core variable types via filters, or as the return values of functions, which may then be passed in as input to a tag.",What are the derived variable types in Blended?,"The derived variable types in Blended are Pair lists, timestamps, templates, safe strings, and escaped strings. These types are added to the scope through transformations performed on core variable types via filters, or as the return values of functions."
"Pair lists, timestamps, templates, safe strings, and escaped strings (i.e. derived variable types) are added to a scope through transformations performed on core variable types via filters, or as the return values of functions, which may then be passed in as input to a tag.",How are Pair lists added to the scope?,Pair lists are added to the scope through transformations performed on core variable types via filters.
"Pair lists, timestamps, templates, safe strings, and escaped strings (i.e. derived variable types) are added to a scope through transformations performed on core variable types via filters, or as the return values of functions, which may then be passed in as input to a tag.",How are timestamps added to the scope?,Timestamps are added to the scope through transformations performed on core variable types via filters.
"Pair lists, timestamps, templates, safe strings, and escaped strings (i.e. derived variable types) are added to a scope through transformations performed on core variable types via filters, or as the return values of functions, which may then be passed in as input to a tag.",How are templates added to the scope?,Templates are added to the scope through transformations performed on core variable types via filters.
"Functions are provided by the “environment” in the form of built-ins or user-functions, and cannot be overridden.",Can I define a function in my Blended code that has the same name as a built-in function?,"No, you cannot. In Blended, functions are provided by the environment and cannot be overridden."
"Functions are provided by the “environment” in the form of built-ins or user-functions, and cannot be overridden.",What happens if I try to define a function with the same name as a user-defined function?,"In Blended, functions are provided by the environment and cannot be overridden. Therefore, defining a function with the same name as a user-defined function will result in an error."
"Functions are provided by the “environment” in the form of built-ins or user-functions, and cannot be overridden.",Can I create a function that mimics the behavior of a built-in function without using the built-in function itself?,"Yes, you can create a function that mimics the behavior of a built-in function without using the built-in function itself. However, this is not recommended as it can lead to confusion and potential bugs."
"Functions are provided by the “environment” in the form of built-ins or user-functions, and cannot be overridden.",What if I want to extend the functionality of a built-in function in Blended?,"In Blended, functions are provided by the environment and cannot be overridden. Therefore, you cannot extend the functionality of a built-in function."
