rule,question,answer
,Design a macro called display_status that accepts a status parameter and displays the status in uppercase.,{% macro display_status(status) %}{% print upper(status) %}{% endmacro %}
,"Develop a macro called create_link that accepts two parameters: url and text, and generates an HTML link.","{% macro create_link(url, text) %}<a href={{ url }}>{{ text }}</a>{% endmacro %}"
,"Craft a macro named create_link that takes in two arguments: url and text, and outputs an HTML hyperlink.","{% macro create_link(url, text) %}<a href={{ url }}>{{ text }}</a>{% endmacro %}"
,"Design a macro called create_link that accepts two parameters: url and text, and produces an HTML link.","{% macro create_link(url, text) %}<a href={{ url }}>{{ text }}</a>{% endmacro %}"
,Develop a macro called format_date that accepts a date parameter and outputs 'Date: ' followed by the date.,{% macro format_date(date) %}{% print 'Date: ' ~ date %}{% endmacro %}
,Create a macro named format_date that takes a date parameter and prints 'Date: ' concatenated with the date.,{% macro format_date(date) %}{% print 'Date: ' ~ date %}{% endmacro %}
,Design a macro called format_date that accepts a date parameter and outputs 'Date: ' and then the date.,{% macro format_date(date) %}{% print 'Date: ' ~ date %}{% endmacro %}
,"Develop a macro called show_error that accepts a message parameter and outputs the message in uppercase, prefixed with ERROR:",{% macro show_error(message) %}{% print 'ERROR: ' ~ upper(message) %}{% endmacro %}
,"Craft a macro named show_error that takes a message parameter and displays the message in uppercase, with the prefix ERROR:",{% macro show_error(message) %}{% print 'ERROR: ' ~ upper(message) %}{% endmacro %}
,"Design a macro called show_error that accepts a message parameter and prints the message in uppercase, with the prefix ERROR:",{% macro show_error(message) %}{% print 'ERROR: ' ~ upper(message) %}{% endmacro %}
,Develop a macro called badge that accepts text and color inputs and generates a colored badge,"{% macro badge(text ,color) %}<span class=badge-{{ color }}>{{ text }}</span>{% endmacro %}"
,Craft a macro named badge that takes text and color parameters and produces a colored badge,"{% macro badge(text ,color) %}<span class=badge-{{ color }}>{{ text }}</span>{% endmacro %}"
,Design a macro called badge that accepts text and color inputs and generates a colored badge,"{% macro badge(text ,color) %}<span class=badge-{{ color }}>{{ text }}</span>{% endmacro %}"
,Develop a macro called format_number that accepts a num parameter and outputs a truncated number.,"{% macro format_number(num) %}{{ truncate(num, 2) }}{% endmacro %}"
,Craft a macro named format_number that takes a num parameter and returns a truncated number.,"{% macro format_number(num) %}{{ truncate(num, 2) }}{% endmacro %}"
,Design a macro called format_number that accepts a num parameter and outputs a truncated number.,"{% macro format_number(num) %}{{ truncate(num, 2) }}{% endmacro %}"
,Develop a macro called user_card that accepts username and email as parameters and outputs user information.,"{% macro user_card(username, email) %}{{ username ~ ' (' ~ email ~ ')' }}{% endmacro %}"
,Craft a macro named user_card that takes username and email as inputs and displays user details.,"{% macro user_card(username, email) %}{{ username ~ ' (' ~ email ~ ')' }}{% endmacro %}"
,Design a macro called user_card that accepts username and email as arguments and outputs user information.,"{% macro user_card(username, email) %}{{ username ~ ' (' ~ email ~ ')' }}{% endmacro %}"
,Develop a macro called progress_bar that accepts a percentage parameter and displays the progress,{% macro progress_bar(percentage) %}{% print 'Progress: ' ~ percentage|string ~ '%' %}{% endmacro %}
,Craft a macro named progress_bar that takes a percentage input and shows the progress,{% macro progress_bar(percentage) %}{% print 'Progress: ' ~ percentage|string ~ '%' %}{% endmacro %}
,Design a macro called progress_bar that accepts a percentage argument and displays the progress,{% macro progress_bar(percentage) %}{% print 'Progress: ' ~ percentage|string ~ '%' %}{% endmacro %}
,Develop a macro called format_title that accepts a word parameter and outputs the word in title case.,{% macro format_title(word) %}{{ title(word) }}{% endmacro %}
,Craft a macro named format_title that takes a word parameter and returns the word in title case format.,{% macro format_title(word) %}{{ title(word) }}{% endmacro %}
,Design a macro called format_title that accepts a word parameter and returns the word in title case style.,{% macro format_title(word) %}{{ title(word) }}{% endmacro %}
,Develop a macro called 'button' that accepts text and action parameters and generates a button,"{% macro button(text, action) %}<button onclick={{ action }}>{{ text }}</button>{% endmacro %}"
,Craft a macro named 'button' that takes text and action inputs and produces a button,"{% macro button(text, action) %}<button onclick={{ action }}>{{ text }}</button>{% endmacro %}"
,Design a macro called 'button' that incorporates text and action parameters to create a button,"{% macro button(text, action) %}<button onclick={{ action }}>{{ text }}</button>{% endmacro %}"
,Develop a macro called status_icon that accepts a status parameter and displays the corresponding icon,{% macro status_icon(status) %}{% if status == 'active' %}{% print '✓' %}{% else %}{% print '✗' %}{% endif %}{% endmacro %}
,Craft a macro named status_icon that takes a status parameter and shows the appropriate icon,{% macro status_icon(status) %}{% if status == 'active' %}{% print '✓' %}{% else %}{% print '✗' %}{% endif %}{% endmacro %}
,Design a macro called status_icon that accepts a status parameter and displays the relevant icon,{% macro status_icon(status) %}{% if status == 'active' %}{% print '✓' %}{% else %}{% print '✗' %}{% endif %}{% endmacro %}
,Develop a macro called format_currency that accepts amount and currency as parameters,"{% macro format_currency(amount, currency) %}{{ amount|string ~ ' ' ~ currency }}{% endmacro %}"
,Craft a macro named format_currency that takes in amount and currency as inputs,"{% macro format_currency(amount, currency) %}{{ amount|string ~ ' ' ~ currency }}{% endmacro %}"
,Design a macro called format_currency that accepts amount and currency as arguments,"{% macro format_currency(amount, currency) %}{{ amount|string ~ ' ' ~ currency }}{% endmacro %}"
,Develop a macro called tag_list that accepts a tags parameter and outputs tags prefixed with #,{% macro tag_list(tags) %}{% for tag in tags %}{% print '#' ~ tag ~ ' ' %}{% endfor %}{% endmacro %}
,Craft a macro named tag_list that takes a tags parameter and displays each tag with a # prefix,{% macro tag_list(tags) %}{% for tag in tags %}{% print '#' ~ tag ~ ' ' %}{% endfor %}{% endmacro %}
,Design a macro called tag_list that accepts a tags parameter and prints each tag with a # symbol,{% macro tag_list(tags) %}{% for tag in tags %}{% print '#' ~ tag ~ ' ' %}{% endfor %}{% endmacro %}
,Develop a macro called capitalize_name that accepts a name parameter and outputs the name in title case.,{% macro capitalize_name(name) %}{{ title(name) }}{% endmacro %}
,Craft a macro named capitalize_name that takes a name parameter and returns the name in title case format.,{% macro capitalize_name(name) %}{{ title(name) }}{% endmacro %}
,Design a macro called capitalize_name that accepts a name parameter and returns the name in title case style.,{% macro capitalize_name(name) %}{{ title(name) }}{% endmacro %}
,Develop a macro called format_time that accepts a time parameter and outputs 'Time: + time'.,{% macro format_time(time) %}{% print 'Time: ' ~ time %}{% endmacro %}
,Craft a macro named format_time that takes a time parameter and prints 'Time: + time'.,{% macro format_time(time) %}{% print 'Time: ' ~ time %}{% endmacro %}
,Design a macro called format_time that accepts a time parameter and outputs 'Time: + time'.,{% macro format_time(time) %}{% print 'Time: ' ~ time %}{% endmacro %}
,Develop a macro called create_list_item that accepts a text parameter and generates an li element,{% macro create_list_item(text) %}<li>{{ text }}</li>{% endmacro %}
,Craft a macro named create_list_item that takes a text input and produces an li element,{% macro create_list_item(text) %}<li>{{ text }}</li>{% endmacro %}
,Design a macro called create_list_item that accepts a text argument and creates an li element,{% macro create_list_item(text) %}<li>{{ text }}</li>{% endmacro %}
,Develop a macro called show_percentage that accepts a value parameter and outputs the result with a percentage sign.,{% macro show_percentage(value) %}{{ value|string ~ '%' }}{% endmacro %}
,Craft a macro named show_percentage that takes a value parameter and displays the result with a percentage symbol.,{% macro show_percentage(value) %}{{ value|string ~ '%' }}{% endmacro %}
,Design a macro called show_percentage that accepts a value parameter and outputs the result with a percentage indicator.,{% macro show_percentage(value) %}{{ value|string ~ '%' }}{% endmacro %}
,Develop a macro called format_address that accepts street and city parameters and formats the address.,"{% macro format_address(street, city) %}{{ street ~ ', ' ~ city }}{% endmacro %}"
,Craft a macro named format_address that takes street and city inputs and formats the address.,"{% macro format_address(street, city) %}{{ street ~ ', ' ~ city }}{% endmacro %}"
,Design a macro called format_address that accepts street and city parameters and formats the address.,"{% macro format_address(street, city) %}{{ street ~ ', ' ~ city }}{% endmacro %}"
,Develop a macro called display_count that accepts a count parameter and displays 'Count: + count'.,{% macro display_count(count) %}{% print 'Count: ' ~ count|string %}{% endmacro %}
,Craft a macro named display_count that takes a count parameter and outputs 'Count: + count'.,{% macro display_count(count) %}{% print 'Count: ' ~ count|string %}{% endmacro %}
,Design a macro called display_count that accepts a count parameter and prints 'Count: + count'.,{% macro display_count(count) %}{% print 'Count: ' ~ count|string %}{% endmacro %}
,Develop a macro called header_text that accepts a text parameter and generates an h1 element,{% macro header_text(text) %}{% print '<h1>' ~ text ~ '</h1>' %}{% endmacro %}
,Craft a macro named header_text that takes a text input and produces an h1 element,{% macro header_text(text) %}{% print '<h1>' ~ text ~ '</h1>' %}{% endmacro %}
,Design a macro called header_text that accepts a text argument and creates an h1 element,{% macro header_text(text) %}{% print '<h1>' ~ text ~ '</h1>' %}{% endmacro %}
,"Develop a macro called format_score that accepts a score parameter, truncates it, and then divides it by 100.","{% macro format_score(score) %}{{ truncate(score, 2)|string ~ '/100' }}{% endmacro %}"
,"Create a macro named format_score that takes a score parameter, rounds it down to the nearest whole number, and then divides it by 100.","{% macro format_score(score) %}{{ truncate(score, 2)|string ~ '/100' }}{% endmacro %}"
,"Design a macro called format_score that accepts a score parameter, rounds it to the nearest integer, and then divides it by 100.","{% macro format_score(score) %}{{ truncate(score, 2)|string ~ '/100' }}{% endmacro %}"
,Develop a macro called email_link that accepts an email parameter and generates a mailto link,{% macro email_link(email) %}<a href=mailto:{{ email }}>{{ email }}</a>{% endmacro %}
,Craft a macro named email_link that takes an email input and produces a mailto URL,{% macro email_link(email) %}<a href=mailto:{{ email }}>{{ email }}</a>{% endmacro %}
,Design a macro called email_link that accepts an email address and creates a mailto link,{% macro email_link(email) %}<a href=mailto:{{ email }}>{{ email }}</a>{% endmacro %}
,Develop a macro called show_version that accepts a version parameter and outputs 'v' concatenated with the version number.,{% macro show_version(version) %}{% print 'v' ~ version %}{% endmacro %}
,Create a macro named show_version that takes a version parameter and prints 'v' followed by the version number.,{% macro show_version(version) %}{% print 'v' ~ version %}{% endmacro %}
,Design a macro called show_version that accepts a version parameter and outputs 'v' plus the version number.,{% macro show_version(version) %}{% print 'v' ~ version %}{% endmacro %}
,Develop a macro called format_file_size that accepts a size parameter and appends 'MB' to it.,{% macro format_file_size(size) %}{{ size|string ~ 'MB' }}{% endmacro %}
,Create a macro named format_file_size that takes a size parameter and appends 'MB' to it.,{% macro format_file_size(size) %}{{ size|string ~ 'MB' }}{% endmacro %}
,Design a macro called format_file_size that accepts a size parameter and appends 'MB' to it.,{% macro format_file_size(size) %}{{ size|string ~ 'MB' }}{% endmacro %}
,Develop a macro called display_priority that accepts a priority parameter and displays it in uppercase.,{% macro display_priority(priority) %}{% print upper(priority) %}{% endmacro %}
,Create a macro named display_priority that takes a priority parameter and outputs it in uppercase format.,{% macro display_priority(priority) %}{% print upper(priority) %}{% endmacro %}
,Design a macro named display_priority that accepts a priority parameter and displays it in all uppercase letters.,{% macro display_priority(priority) %}{% print upper(priority) %}{% endmacro %}
,Develop a macro called 'timestamp' that accepts a time parameter and formats it with square brackets.,{% macro timestamp(time) %}{% print '[' ~ time ~ ']' %}{% endmacro %}
,Craft a macro named 'timestamp' that takes a time input and outputs it in a bracketed format.,{% macro timestamp(time) %}{% print '[' ~ time ~ ']' %}{% endmacro %}
,Design a macro called 'timestamp' that accepts a time parameter and formats it with square brackets.,{% macro timestamp(time) %}{% print '[' ~ time ~ ']' %}{% endmacro %}
,"Develop a macro called user_status that accepts a user parameter and outputs 'Active' if the user's status is true, otherwise outputs 'Inactive'.",{% macro user_status(user) %}{% set status = '' %}{% if user.status %}{% set status = 'Active' %}{% else %}{% set status = 'Inactive' %}{% endif %}{{ status }}{% endmacro %}
,"Create a macro named user_status that takes a user parameter and prints 'Active' if the user's status is true; otherwise, print 'Inactive'.",{% macro user_status(user) %}{% set status = '' %}{% if user.status %}{% set status = 'Active' %}{% else %}{% set status = 'Inactive' %}{% endif %}{{ status }}{% endmacro %}
,"Design a macro called user_status that accepts a user parameter and outputs 'Active' if the user's status is true, otherwise outputs 'Inactive'.",{% macro user_status(user) %}{% set status = '' %}{% if user.status %}{% set status = 'Active' %}{% else %}{% set status = 'Inactive' %}{% endif %}{{ status }}{% endmacro %}
,"Develop a macro called format_user that accepts a user parameter and displays user.name if the user exists; otherwise, it should output 'Guest'.",{% macro format_user(user) %}{% set result = '' %}{% if user %}{% set result = user.name %}{% else %}{% set result = 'Guest' %}{% endif %}{% print result %}{% endmacro %}
,"Create a macro named format_user that takes a user parameter and outputs user.name if the user exists; otherwise, it should print 'Guest'.",{% macro format_user(user) %}{% set result = '' %}{% if user %}{% set result = user.name %}{% else %}{% set result = 'Guest' %}{% endif %}{% print result %}{% endmacro %}
,"Design a macro called format_user that accepts a user parameter and displays user.name if the user exists; otherwise, it should print 'Guest'.",{% macro format_user(user) %}{% set result = '' %}{% if user %}{% set result = user.name %}{% else %}{% set result = 'Guest' %}{% endif %}{% print result %}{% endmacro %}
,"Define a block named 'summary' and set its message to an empty string. If the total sales exceed 1000, update the message to 'Excellent'. Otherwise, set it to 'Good'. Finally, print 'Sales Summary: ' followed by the message.",{% block summary %}{% set message = '' %}{% if total_sales > 1000 %}{% set message = 'Excellent' %}{% else %}{% set message = 'Good' %}{% endif %}{% print 'Sales Summary: ' ~ message %}{% endblock %}
,"Create a block called 'summary' and initialize its message to an empty string. If the total sales are greater than 1000, update the message to 'Excellent'. Otherwise, set it to 'Good'. Then, display 'Sales Summary: ' concatenated with the message.",{% block summary %}{% set message = '' %}{% if total_sales > 1000 %}{% set message = 'Excellent' %}{% else %}{% set message = 'Good' %}{% endif %}{% print 'Sales Summary: ' ~ message %}{% endblock %}
,"Establish a block named 'summary' and set its message to an empty string. If the total sales surpass 1000, modify the message to 'Excellent'. Otherwise, set it to 'Good'. Lastly, print 'Sales Summary: ' followed by the message.",{% block summary %}{% set message = '' %}{% if total_sales > 1000 %}{% set message = 'Excellent' %}{% else %}{% set message = 'Good' %}{% endif %}{% print 'Sales Summary: ' ~ message %}{% endblock %}
,"Develop a macro called process_order that accepts an order parameter. If the order is paid, set the status to 'Shipped'; otherwise, set it to 'Pending'. Render the order ID and status in the format 'Order + order_id + : + status'.",{% macro process_order(order) %}{% set status = '' %}{% if order.paid %}{% set status = 'Shipped' %}{% else %}{% set status = 'Pending' %}{% endif %}Order {{ order.id }}: {{ status }}{% endmacro %}
,"Create a macro named process_order that takes an order parameter. If the order is paid, set the status to 'Shipped'; otherwise, set it to 'Pending'. Render the order ID and status in the format 'Order + order_id + : + status'.",{% macro process_order(order) %}{% set status = '' %}{% if order.paid %}{% set status = 'Shipped' %}{% else %}{% set status = 'Pending' %}{% endif %}Order {{ order.id }}: {{ status }}{% endmacro %}
,"Design a macro called process_order that accepts an order parameter. If the order is paid, set the status to 'Shipped'; otherwise, set it to 'Pending'. Render the order ID and status in the format 'Order + order_id + : + status'.",{% macro process_order(order) %}{% set status = '' %}{% if order.paid %}{% set status = 'Shipped' %}{% else %}{% set status = 'Pending' %}{% endif %}Order {{ order.id }}: {{ status }}{% endmacro %}
,"Develop a macro called `discount_price` that accepts `price` and `customer_type` as parameters. If `customer_type` is `premium`, set `discount` to 20; otherwise, set `discount` to 10. Return the result of `price - discount`.","{% macro discount_price(price, customer_type) %}{% set discount = 0 %}{% if customer_type == 'premium' %}{% set discount = 20 %}{% else %}{% set discount = 10 %}{% endif %}{{ price - discount }}{% endmacro %}"
,"Create a macro named `discount_price` that takes `price` and `customer_type` as inputs. If `customer_type` is `premium`, apply a 20% discount; otherwise, apply a 10% discount. Return the final price after applying the discount.","{% macro discount_price(price, customer_type) %}{% set discount = 0 %}{% if customer_type == 'premium' %}{% set discount = 20 %}{% else %}{% set discount = 10 %}{% endif %}{{ price - discount }}{% endmacro %}"
,"Design a macro called `discount_price` that accepts `price` and `customer_type` as arguments. If `customer_type` is `premium`, reduce the price by 20%; otherwise, reduce the price by 10%. Return the discounted price.","{% macro discount_price(price, customer_type) %}{% set discount = 0 %}{% if customer_type == 'premium' %}{% set discount = 20 %}{% else %}{% set discount = 10 %}{% endif %}{{ price - discount }}{% endmacro %}"
,"Develop a macro called tax_calculator that accepts an amount parameter. Initialize tax_rate to 0. If the amount exceeds 5000, set tax_rate to 0.15; otherwise, set it to 0.10. The macro should return the product of amount and tax_rate.",{% macro tax_calculator(amount) %}{% set tax_rate = 0 %}{% if amount > 5000 %}{% set tax_rate = 0.15 %}{% else %}{% set tax_rate = 0.10 %}{% endif %}{{ amount * tax_rate }}{% endmacro %}
,"Create a macro named tax_calculator that takes an amount parameter. Declare tax_rate as 0. If the amount is greater than 5000, set tax_rate to 0.15; otherwise, set it to 0.10. The macro should return the result of multiplying amount by tax_rate.",{% macro tax_calculator(amount) %}{% set tax_rate = 0 %}{% if amount > 5000 %}{% set tax_rate = 0.15 %}{% else %}{% set tax_rate = 0.10 %}{% endif %}{{ amount * tax_rate }}{% endmacro %}
,"Design a macro called tax_calculator that accepts an amount parameter. Initialize tax_rate to 0. If the amount is more than 5000, set tax_rate to 0.15; otherwise, set it to 0.10. The macro should return the product of amount and tax_rate.",{% macro tax_calculator(amount) %}{% set tax_rate = 0 %}{% if amount > 5000 %}{% set tax_rate = 0.15 %}{% else %}{% set tax_rate = 0.10 %}{% endif %}{{ amount * tax_rate }}{% endmacro %}
,"Iterate over tasks and adjust the priority_level to 'urgent' if the task's deadline is less than 7 days, otherwise set it to 'normal'. If the priority_level is 'urgent', set the new_status to 'high_priority'; otherwise, retain the original status. Finally, print the task's name followed by the new_status.",{% for task in tasks %}{% set priority_level = '' %}{% if task.deadline < 7 %}{% set priority_level = 'urgent' %}{% else %}{% set priority_level = 'normal' %}{% endif %}{% if priority_level == 'urgent' %}{% set new_status = 'high_priority' %}{% else %}{% set new_status = task.status %}{% endif %}{% print task.name ~ ': ' ~ new_status %}{% endfor %}
,"For each task, check if its deadline is less than 7 days. If true, set the priority_level to 'urgent'; otherwise, set it to 'normal'. If the priority_level is 'urgent', update the new_status to 'high_priority'; otherwise, keep the original status. Output the task's name concatenated with the new_status.",{% for task in tasks %}{% set priority_level = '' %}{% if task.deadline < 7 %}{% set priority_level = 'urgent' %}{% else %}{% set priority_level = 'normal' %}{% endif %}{% if priority_level == 'urgent' %}{% set new_status = 'high_priority' %}{% else %}{% set new_status = task.status %}{% endif %}{% print task.name ~ ': ' ~ new_status %}{% endfor %}
,"Go through each task and determine if its deadline is less than 7 days. If it is, set the priority_level to 'urgent'; otherwise, set it to 'normal'. If the priority_level is 'urgent', change the new_status to 'high_priority'; otherwise, keep the original status. Print the task's name followed by the new_status.",{% for task in tasks %}{% set priority_level = '' %}{% if task.deadline < 7 %}{% set priority_level = 'urgent' %}{% else %}{% set priority_level = 'normal' %}{% endif %}{% if priority_level == 'urgent' %}{% set new_status = 'high_priority' %}{% else %}{% set new_status = task.status %}{% endif %}{% print task.name ~ ': ' ~ new_status %}{% endfor %}
,"Develop a macro called shipping_cost that accepts weight and distance as parameters. Initialize base_cost to 10. If the weight exceeds 10, increase base_cost by 5. Additionally, adjust base_cost by adding 0.5 times the distance. Finally, return the updated base_cost.","{% macro shipping_cost(weight, distance) %}{% set base_cost = 10 %}{% if weight > 10 %}{% set base_cost = base_cost + 5 %}{% endif %}{% set base_cost = base_cost + (distance * 0.5) %}{{ base_cost }}{% endmacro %}"
,"Create a macro named shipping_cost that takes weight and distance as inputs. Set base_cost to 10. If the weight is greater than 10, increase base_cost by 5. Modify base_cost by adding 0.5 times the distance. Return the final value of base_cost.","{% macro shipping_cost(weight, distance) %}{% set base_cost = 10 %}{% if weight > 10 %}{% set base_cost = base_cost + 5 %}{% endif %}{% set base_cost = base_cost + (distance * 0.5) %}{{ base_cost }}{% endmacro %}"
,"Design a macro called shipping_cost that accepts weight and distance as arguments. Initialize base_cost to 10. If the weight is more than 10, increase base_cost by 5. Adjust base_cost by adding 0.5 times the distance. Return the updated base_cost.","{% macro shipping_cost(weight, distance) %}{% set base_cost = 10 %}{% if weight > 10 %}{% set base_cost = base_cost + 5 %}{% endif %}{% set base_cost = base_cost + (distance * 0.5) %}{{ base_cost }}{% endmacro %}"
,"Iterate over each order and define processing_fee. If the order's total exceeds 500, set processing_fee to 25; otherwise, set it to 15. Calculate final_total by adding order.total and processing_fee. Finally, print the order, its ID, and the final total.",{% for order in orders %}{% set processing_fee = 0 %}{% if order.total > 500 %}{% set processing_fee = 25 %}{% else %}{% set processing_fee = 15 %}{% endif %}{% set final_total = order.total + processing_fee %}{% print 'Order ' ~ order.id|string ~ ' Final: ' ~ final_total|string %}{% endfor %}
,"For each order, determine processing_fee. If the order's total is greater than 500, set processing_fee to 25; otherwise, set it to 15. Compute final_total by summing order.total and processing_fee. Output the order, its ID, and the final total.",{% for order in orders %}{% set processing_fee = 0 %}{% if order.total > 500 %}{% set processing_fee = 25 %}{% else %}{% set processing_fee = 15 %}{% endif %}{% set final_total = order.total + processing_fee %}{% print 'Order ' ~ order.id|string ~ ' Final: ' ~ final_total|string %}{% endfor %}
,"Traverse through each order and set processing_fee. If the order's total is more than 500, assign 25 to processing_fee; otherwise, assign 15. Calculate final_total by adding order.total and processing_fee. Display the order, its ID, and the final total.",{% for order in orders %}{% set processing_fee = 0 %}{% if order.total > 500 %}{% set processing_fee = 25 %}{% else %}{% set processing_fee = 15 %}{% endif %}{% set final_total = order.total + processing_fee %}{% print 'Order ' ~ order.id|string ~ ' Final: ' ~ final_total|string %}{% endfor %}
,"Develop a macro called validate_email that accepts an email parameter. Set is_valid to true if the email contains an '@' symbol, otherwise set it to false. Print 'Email validation: + is_valid'.",{% macro validate_email(email) %}{% set is_valid = false %}{% if '@' in email %}{% set is_valid = true %}{% else %}{% set is_valid = false %}{% endif %}{% print 'Email validation: ' ~ is_valid|string %}{% endmacro %}
,"Create a macro named validate_email that takes an email parameter. If the email contains an '@' symbol, set is_valid to true; otherwise, set it to false. Print 'Email validation: + is_valid'.",{% macro validate_email(email) %}{% set is_valid = false %}{% if '@' in email %}{% set is_valid = true %}{% else %}{% set is_valid = false %}{% endif %}{% print 'Email validation: ' ~ is_valid|string %}{% endmacro %}
,"Design a macro called validate_email that accepts an email parameter. If the email includes an '@' symbol, set is_valid to true; otherwise, set it to false. Print 'Email validation: + is_valid'.",{% macro validate_email(email) %}{% set is_valid = false %}{% if '@' in email %}{% set is_valid = true %}{% else %}{% set is_valid = false %}{% endif %}{% print 'Email validation: ' ~ is_valid|string %}{% endmacro %}
,"Develop a macro called calculate_age that accepts a birth_year parameter, initialize current_year to 2024, and return the result of current_year minus birth_year.",{% macro calculate_age(birth_year) %}{% set current_year = 2024 %}{{ current_year - birth_year }}{% endmacro %}
,"Create a macro named calculate_age that takes a birth_year parameter, set current_year to 2024, and return the difference between current_year and birth_year.",{% macro calculate_age(birth_year) %}{% set current_year = 2024 %}{{ current_year - birth_year }}{% endmacro %}
,"Design a macro called calculate_age that accepts a birth_year parameter, set current_year to 2024, and return the outcome of subtracting birth_year from current_year.",{% macro calculate_age(birth_year) %}{% set current_year = 2024 %}{{ current_year - birth_year }}{% endmacro %}
,"Develop a macro called format_currency that accepts amount and currency as parameters. If the currency is USD, set the symbol to $; otherwise, set it to €. The macro should return the symbol concatenated with the amount.","{% macro format_currency(amount, currency) %}{% set symbol = '' %}{% if currency == 'USD' %}{% set symbol = '$' %}{% else %}{% set symbol = '€' %}{% endif %}{{ symbol }}{{ amount }}{% endmacro %}"
,"Create a macro named format_currency that takes amount and currency as inputs. If the currency is USD, set the symbol to $; otherwise, set it to €. The macro should output the symbol followed by the amount.","{% macro format_currency(amount, currency) %}{% set symbol = '' %}{% if currency == 'USD' %}{% set symbol = '$' %}{% else %}{% set symbol = '€' %}{% endif %}{{ symbol }}{{ amount }}{% endmacro %}"
,"Design a macro called format_currency that accepts amount and currency as arguments. If the currency is USD, set the symbol to $; otherwise, set it to €. The macro should produce the symbol and amount as a combined result.","{% macro format_currency(amount, currency) %}{% set symbol = '' %}{% if currency == 'USD' %}{% set symbol = '$' %}{% else %}{% set symbol = '€' %}{% endif %}{{ symbol }}{{ amount }}{% endmacro %}"
,"Iterate over each booking and update its status to 'confirmed' if the payment has been received, otherwise set it to 'pending'. Print the booking ID and its status.",{% for booking in bookings %}{% set status = '' %}{% if booking.payment_received %}{% set status = 'confirmed' %}{% else %}{% set status = 'pending' %}{% endif %}{% print 'Booking ' ~ booking.id|string ~ ': ' ~ status %}{% endfor %}
,"For each booking, check if the payment has been received. If it has, set the status to 'confirmed'; otherwise, set it to 'pending'. Display the booking ID and its status.",{% for booking in bookings %}{% set status = '' %}{% if booking.payment_received %}{% set status = 'confirmed' %}{% else %}{% set status = 'pending' %}{% endif %}{% print 'Booking ' ~ booking.id|string ~ ': ' ~ status %}{% endfor %}
,"Traverse through each booking and modify its status to 'confirmed' if the payment has been made, otherwise change it to 'pending'. Output the booking ID and its status.",{% for booking in bookings %}{% set status = '' %}{% if booking.payment_received %}{% set status = 'confirmed' %}{% else %}{% set status = 'pending' %}{% endif %}{% print 'Booking ' ~ booking.id|string ~ ': ' ~ status %}{% endfor %}
,"Iterate over files, convert bytes to MB, categorize as large if size_mb exceeds 100, otherwise as small, and display file.name concatenated with category",{% for file in files %}{% set category = '' %}{% set size_mb = file.size / (1024 * 1024) %}{% if size_mb > 100 %}{% set category = 'large' %}{% else %}{% set category = 'small' %}{% endif %}{{ file.name ~ ': ' ~  category }}{% endfor %}
,"Traverse through files, convert byte sizes to MB, classify as large if size_mb surpasses 100, otherwise as small, and output file.name followed by category",{% for file in files %}{% set category = '' %}{% set size_mb = file.size / (1024 * 1024) %}{% if size_mb > 100 %}{% set category = 'large' %}{% else %}{% set category = 'small' %}{% endif %}{{ file.name ~ ': ' ~  category }}{% endfor %}
,"Go through each file, convert byte values to MB, label as large if size_mb is greater than 100, otherwise as small, and print file.name with category",{% for file in files %}{% set category = '' %}{% set size_mb = file.size / (1024 * 1024) %}{% if size_mb > 100 %}{% set category = 'large' %}{% else %}{% set category = 'small' %}{% endif %}{{ file.name ~ ': ' ~  category }}{% endfor %}
,"Iterate over each comment and update its moderation_status to 'approved' if its spam_score is less than 0.5; otherwise, set it to 'flagged'. Finally, render the comment's ID concatenated with a colon and the moderation_status.",{% for comment in comments %}{% set moderation_status = '' %}{% if comment.spam_score < 0.5 %}{% set moderation_status = 'approved' %}{% else %}{% set moderation_status = 'flagged' %}{% endif %}{{ comment.id }}: {{ moderation_status }}{% endfor %}
,"For each comment, check if its spam_score is below 0.5. If true, set the moderation_status to 'approved'; otherwise, set it to 'flagged'. Afterward, display the comment's ID followed by a colon and the moderation_status.",{% for comment in comments %}{% set moderation_status = '' %}{% if comment.spam_score < 0.5 %}{% set moderation_status = 'approved' %}{% else %}{% set moderation_status = 'flagged' %}{% endif %}{{ comment.id }}: {{ moderation_status }}{% endfor %}
,"Traverse through each comment and adjust its moderation_status to 'approved' if its spam_score is less than 0.5; otherwise, change it to 'flagged'. Lastly, output the comment's ID combined with a colon and the moderation_status.",{% for comment in comments %}{% set moderation_status = '' %}{% if comment.spam_score < 0.5 %}{% set moderation_status = 'approved' %}{% else %}{% set moderation_status = 'flagged' %}{% endif %}{{ comment.id }}: {{ moderation_status }}{% endfor %}
,Develop a macro called calculate_discount that accepts original_price and percentage as parameters. Set discount_amount to the result of multiplying original_price by percentage and then dividing by 100. Return the difference between original_price and discount_amount.,"{% macro calculate_discount(original_price, percentage) %}{% set discount_amount = original_price * percentage / 100 %}{{ original_price - discount_amount }}{% endmacro %}"
,Create a macro named calculate_discount that takes original_price and percentage as inputs. Calculate discount_amount by multiplying original_price by percentage and then dividing by 100. Return the original_price minus discount_amount.,"{% macro calculate_discount(original_price, percentage) %}{% set discount_amount = original_price * percentage / 100 %}{{ original_price - discount_amount }}{% endmacro %}"
